type,value,exactMatch,partialMatch,matchValue,typeMatch,note
date,1648,,,,,
date,1626,,,,,
per,Bishop Gian Matteo Giberti,exact,,Bishop Gian Matteo Giberti,true,
per,Gaiato,,,,,
per,Orsolina,exact,,Orsolina,true,
per,la Rossa,,,,,
date,1539,,,,,
per,Andrea Alciato,,,,,
misc,Canon Episcopi,exact,,Canon Episcopi,,name of work
per,Johann Weyer,exact,,Johann Weyer,,
loc,Europe,exact,,Europe,true,
misc,Ascension,,,,,event
date,9 April 1596 ,,partial,9 April 1596 Clement VIII,,
per,Clement VIII ,,,,,
loc,Polcenico ,,,,,
date,26 March 1598 ,,,,,
loc,San Daniele,exact,,San Daniele,true,
per,Niccoli Pellizzaro,,,,,
loc,Carnia,exact,,Carnia,true,
date,1595,,,,,
misc,Epiphany,exact,,Epiphany,,event
per,Pellizzaro,exact,,Pellizzaro,,
per,Bartolomeo Sgabarizza,,partial,Don Bartolomeo Sgabarizza,,
misc,Winter,exact,,Winter,,season
misc,Summer,exact,,Summer,,season
date,1634,,,,,
loc,Modena,exact,,Modena,,
date,fourteenth century,,,,,
date,1498,,,,,
loc,Jiirgensburg ,,,,,
date,1692,,partial,October 1692,,
per,Thiess,exact,,Thiess,true,
loc,Germany,exact,,Germany,true,
loc,Baltic countries,,,,,
loc,Lemburg ,,,,,
per,Skeistan,exact,,Skeistan,true,
per,St Lucia ,,,,,
misc,Pentecost,,,,,event
per,St John ,,,,,
date,10 October 1692 ,,,,,
loc,Livonia ,,,,,
per,Caspar Peucer,,partial,mid-sixteenth century Caspar Peucer,,
loc,Riga,exact,,Riga,true,
