type,value,exactMatch,partialMatch,matchValue,typeMatch,note
per,San Bernardino,exact,,San Bernardino,,
loc,Rome,exact,,Rome,true,
loc,Istria,,partial,the Friuli and Istria,,
loc,Italy,exact,,Italy,true,
per,Domenica Barbarelli,exact,,Domenica Barbarelli,true,
loc,Novi,exact,,Novi,,
misc,Modenese Inquisition,,partial,the Modenese Inquisition,,event
date,1532,exact,,1532,true,
per,Diana,exact,,Diana,true,
per,Alfonso Tostado,exact,,Alfonso Tostado,,
misc,Genesis,,,,,name of work
per,Giovanni Battista Della Porta,exact,,Giovanni Battista Della Porta,true,
per,Latisana,exact,,Latisana,,
per,Menichino,exact,,Menichino,true,
org,Venetian Holy Office,,partial,the Venetian Holy Office,,
date,1591,exact,,1591,true,
misc,Gospels,exact,,Gospels,,name of work
loc,Palmanova,exact,,Palmanova,,
per,Menica,exact,,Menica,true,
per,Maria Panzona,exact,,Maria Panzona,true,
per,Margherita,,,,,
loc,San Rocco,exact,,San Rocco,true,
date,1571,exact,,1571,true,
loc,Lucca,exact,,Lucca,,
per,Polissena,exact,,Polissena,,
loc,San Macario,exact,,San Macario,true,
per,Lena,exact,,Lena,,
loc,Pescaglia,exact,,Pescaglia,true,
date,1589,exact,,1589,true,
per,Crezia,exact,,Crezia,,
loc,Pieve San Paulo,,,,,
per,Gianna,exact,,Gianna,true,
date,1 October 1580,exact,,1 October 1580,true,
date,1648,exact,,1648,true,
date,1626,exact,,1626,true,
per,Bishop Gian Matteo Giberti,,,,,
per,Gaiato,exact,,Gaiato,,
per,Orsolina,exact,,Orsolina,,
per,la Rossa,,,,,
date,1539,exact,,1539,true,
per,Andrea Alciato,exact,,Andrea Alciato,true,
misc,Canon Episcopi,exact,,Canon Episcopi,,name of work
per,Johann Weyer,exact,,Johann Weyer,true,
loc,Europe,exact,,Europe,,
misc,Ascension,exact,,Ascension,,event
date,9 April 1596 ,,partial,9 April 1596 Clement VIII,,
per,Clement VIII ,,,,,
loc,Polcenico ,,,,,
date,26 March 1598 ,,,,,
loc,San Daniele,exact,,San Daniele,true,
per,Niccoli Pellizzaro,,,,,
loc,Carnia,exact,,Carnia,true,
date,1595,exact,,1595,true,
misc,Epiphany,,partial,the day of Epiphany,,event
per,Pellizzaro,exact,,Pellizzaro,,
per,Bartolomeo Sgabarizza,,partial,Don Bartolomeo Sgabarizza,,
misc,Winter,exact,,Winter,,season
misc,Summer,exact,,Summer,,season
date,1634,exact,,1634,true,
loc,Modena,exact,,Modena,,
date,fourteenth century,,,,,
date,1498,exact,,1498,true,
loc,Jiirgensburg ,,,,,
date,1692,exact,,1692,true,
per,Thiess,exact,,Thiess,,
loc,Germany,exact,,Germany,true,
loc,Baltic countries,,,,,
loc,Lemburg ,,,,,
per,Skeistan,exact,,Skeistan,,
per,St Lucia ,,,,,
misc,Pentecost,exact,,Pentecost,,event
per,St John ,,,,,
date,10 October 1692 ,,,,,
loc,Livonia ,,,,,
per,Caspar Peucer,exact,,Caspar Peucer,true,
loc,Riga,exact,,Riga,true,
