type,value,exactMatch,partialMatch,matchValue,typeMatch,note
loc,Chiana,exact,,Chiana,True,
loc,Capodistria,exact,,Capodistria,True,
loc,Udine,exact,,Udine,True,
date,24 September,,,,False,
date,1618-19,,,,False,
date,1621-23 ,,,,False,
per,Lord Jesus Christ,,partial,Jesus Christ,True,
date,2 October,,,,False,
loc,Trivigniano,,,,False,
per,Madonna,exact,,Madonna,False,
date,26 November 1581,,,,False,
per,San Bernardino,exact,,San Bernardino,False,
loc,Rome,exact,,Rome,True,
loc,Istria,exact,,Istria,True,
loc,Italy,exact,,Italy,True,
per,Domenica Barbarelli,exact,,Domenica Barbarelli,True,
loc,Novi,exact,,Novi,True,
misc,Modenese Inquisition,exact,,Modenese Inquisition,True,event
date,1532,,,,False,
per,Diana,exact,,Diana,True,
per,Alfonso Tostado,exact,,Alfonso Tostado,True,
misc,Genesis,,,,False,name of work
per,Giovanni Battista Della Porta,exact,,Giovanni Battista Della Porta,True,
per,Latisana,exact,,Latisana,False,
per,Menichino,exact,,Menichino,False,
org,Venetian Holy Office,exact,,Venetian Holy Office,False,
date,1591,,,,False,
misc,Gospels,exact,,Gospels,True,name of work
loc,Palmanova,exact,,Palmanova,True,
per,Menica,,partial,Menica of Cremons,False,
per,Maria Panzona,exact,,Maria Panzona,True,
per,Margherita,,partial,Margherita of San Rocco,False,
loc,San Rocco,exact,,San Rocco,True,
date,1571,,,,False,
loc,Lucca,exact,,Lucca,True,
per,Polissena,exact,,Polissena,False,
loc,San Macario,,partial,Polissena of San Macario,False,
per,Lena,,partial,Lena of Pescaglia,False,
loc,Pescaglia,,partial,Lena of Pescaglia,False,
date,1589,,,,False,
per,Crezia,,partial,Crezia of Pieve San Paolo,False,
loc,Pieve San Paulo,,,,False,
per,Gianna,exact,,Gianna,False,
date,1 October 1580,,,,False,
date,1648,,,,False,
date,1626,,,,False,
per,Bishop Gian Matteo Giberti,,partial,Gian Matteo Giberti,True,
per,Gaiato,exact,,Gaiato,False,
per,Orsolina,exact,,Orsolina,False,
per,la Rossa,,partial,Rossa,True,
date,1539,,,,False,
per,Andrea Alciato,exact,,Andrea Alciato,True,
misc,Canon Episcopi,exact,,Canon Episcopi,False,name of work
per,Johann Weyer,exact,,Johann Weyer,False,
loc,Europe,exact,,Europe,True,
misc,Ascension,,,,False,event
date,9 April 1596 ,,,,False,
per,Clement VIII ,,,,False,
loc,Polcenico ,,partial,Polcenico,True,
date,26 March 1598 ,,,,False,
loc,San Daniele,exact,,San Daniele,True,
per,Niccoli Pellizzaro,,partial,Pellizzaro,False,
loc,Carnia,exact,,Carnia,True,
date,1595,,,,False,
misc,Epiphany,exact,,Epiphany,False,event
per,Pellizzaro,exact,,Pellizzaro,False,
per,Bartolomeo Sgabarizza,,partial,Bartolomeo,True,
misc,Winter,,,,False,season
misc,Summer,,,,False,season
date,1634,,,,False,
loc,Modena,exact,,Modena,True,
date,fourteenth century,,,,False,
date,1498,,,,False,
loc,Jiirgensburg ,,partial,Jiirgensburg,True,
date,1692,,,,False,
per,Thiess,,,,False,
loc,Germany,exact,,Germany,True,
loc,Baltic countries,,partial,Baltic,False,
loc,Lemburg ,,partial,Lemburg,True,
per,Skeistan,exact,,Skeistan,False,
per,St Lucia ,,partial,St Lucia,False,
misc,Pentecost,,,,False,event
per,St John ,,partial,St John,False,
date,10 October 1692 ,,,,False,
loc,Livonia ,,partial,Livonia,True,
per,Caspar Peucer,exact,,Caspar Peucer,True,
loc,Riga,exact,,Riga,True,
