type,value,exactMatch,partialMatch,matchValue,typeMatch,note
per,Diller,exact,,Diller,False,
per,Diller,exact,,Diller,False,
misc,Beat Culture: Road Show,,partial,Beat Culture:,True,
date,16 May 1996,,partial,May 1996,True,
per,Charles Burchfield,exact,,Charles Burchfield,True,
per,Charles Burchfield,exact,,Charles Burchfield,True,
per,Charles Demuth,exact,,Charles Demuth,True,
misc,Charles Demuth Memorial Exhibition,,partial,Charles Demuth,False,
per,Charles Demuth,exact,,Charles Demuth,True,
per,Charles Garabedian,,partial,Charles Garabedian Charles Ray Charles Schucker,True,
per,Charles Ray,,partial,Charles Garabedian Charles Ray Charles Schucker,True,
per,Charles Schucker,,partial,Charles Garabedian Charles Ray Charles Schucker,True,
per,Charles Sheeler,exact,,Charles Sheeler,True,
per,Charles Sheeler,exact,,Charles Sheeler,True,
per,Charles Sheeler,exact,,Charles Sheeler,True,
org,Museum für Moderne Kunst,,partial,Museum,False,
org,Walker Art Center,,partial,RESTRICTED Correspondence-Walker Art Center Correspondence-Westermann,True,
org,WMAA,exact,,WMAA,True,
date,pre-20th century,exact,,pre-20th century,True,
per,LG,,,,False,
org,Met,,,,False,
misc,Life in America,exact,,Life in America,True,
org,Corcoran,,partial,Corcoran Catalogue,True,
org,Whitney,exact,,Whitney,False,
date,August 1998,exact,,August 1998,True,
org,Hirschl  Adler Gallery,,partial,Hirschl  ,False,
per,Jim Shaw,,partial,Jim Shaw Drawings Correspondence,True,
org,Macmillan,exact,,Macmillan,True,
per,Simon,,partial,Simon Checklists,True,
per,Nast,,partial,"Partial, Selection Lists for Nast Cartoons Checklists",False,
per,Greene,,partial,Research (Greene),False,
per,De Rivera,,,,False,
per,Mrs. Tucker,,partial,Tucker,True,
per,Christensen,exact,,Christensen,True,
misc,A Panorama of Mormon Life,,partial,Panorama,False,
per,Chryssa,exact,,Chryssa,True,
misc,Selected Prints and Drawings,,partial,Drawings,False,
date,1959-1962,exact,,1959-1962,True,
per,Cindy Sherman,,partial,Cindy Sherman Claes,False,
per,Claes Oldenburg,,partial,Claes,False,
per,Claes Oldenburg,,partial,Claes,False,
date,1959-1977,exact,,1959-1977,True,
per,Claire Zeisler,,partial,Claire,True,
per,Neil Jenney,exact,,Neil Jenney,True,
misc,Natural Rationalism,,,,False,
date,1948,exact,,1948,True,
misc,A Year from the Collection,,partial,Collection,True,
date,1952,,partial,A Year from the Collection Circa 1952 Collection in Context: Breuer's,True,
per,Breuer,,partial,A Year from the Collection Circa 1952 Collection in Context: Breuer's,False,
org,Whitney,exact,,Whitney,False,
misc,An Anniversary Exhibition,,,,False,
per,Gertrude Vanderbilt Whitney,,partial,Vanderbilt Whitney,True,
misc,Printmaker's Patron,,partial,Printmaker's,False,
per,Gertrude Vanderbilt Whitney,,partial,Vanderbilt Whitney,True,
misc,Printmaker's Patron,,partial,Printmaker's,False,
per,Joseph Cornell,exact,,Joseph Cornell,True,
misc,Cosmic Travels,,partial,Travel,False,
per,Paul Cadmus,exact,,Paul Cadmus,True,
misc,The Sailor Trilogy,,partial,The Sailor Trilogy Collection,False,
per,Paul Cadmus,exact,,Paul Cadmus,True,
misc,The Sailor Trilogy,,partial,The Sailor Trilogy Collection,False,
misc,Picassoid,,partial,Picassoid Collection in Context,False,
per,Raphael Montanez Ortiz,exact,,Raphael Montanez Ortiz,True,
misc,Early Destruction,,,,False,
date,1957-1966,exact,,1957-1966,True,
misc,Rockwell Kent by Night,,partial,Rockwell Kent,False,
per,Rockwell Kent,exact,,Rockwell Kent,False,
per,Willem de Kooning,,partial,Willem de Kooning's,True,
misc,Door Cycle,,,,False,
per,Willem de Kooning,,partial,Willem de Kooning's,True,
misc,Door Cycle,,,,False,
org,Colorado Springs Fine Arts Center,,partial,Fine Arts,True,
date,"March 10-April 18,1976",,partial,March 10-April,True,
per,Reynolds,,partial,Reynolds),False,
loc,NYC,exact,,NYC,True,
per,Conrad Marca-Relli,,partial,Publicity Condition Conrad Marca-Relli Conservation,False,
per,Bruce Conner,exact,,Bruce Conner,True,
per,Bruce Conner,exact,,Bruce Conner,True,
per,"DeFeo, Jay",,partial,DeFeo,True,
misc,The Rose,,partial,"The Rose"" Conservation--RESTRICTED Conservation-Framing--RESTRICTED Conservation-Framing Conservation/Framing--RESTRICTED Conservation/framing Conservation:",True,
per,"DeFeo, Jay",,partial,DeFeo,True,
misc,The Rose,,partial,"The Rose"" Conservation--RESTRICTED Conservation-Framing--RESTRICTED Conservation-Framing Conservation/Framing--RESTRICTED Conservation/framing Conservation:",True,
org,WMAA,exact,,WMAA,True,
loc,Berlin,exact,,Berlin,True,
loc,Paris,exact,,Paris,True,
org,WMAA,exact,,WMAA,True,
loc,Berlin,exact,,Berlin,True,
loc,Paris,exact,,Paris,True,
misc,Contemporary American Ceramics,,partial,America,False,
misc,Contemporary American Prints and Drawings,,partial,America,False,
org,Whitney Museum of American Art,,partial,America,False,
misc,Contemporary American Sculpture and Sculptor's Drawings,,partial,America,False,
misc,1942 Annual of Sculpture,exact,,1942 Annual of Sculpture,True,
date,1942,,partial,1942 Annual of Sculpture,False,
misc,Between Two Wars,exact,,Between Two Wars,True,
misc,Contemporary American Sculpture: Selection I,,partial,America,False,
misc,Contemporary American Sculpture: Selection II,,partial,America,False,
misc,Contemporary Black Artists in America,,partial,America,False,
loc,America,exact,,America,True,
org,Pennsylvania Academy of Fine Arts,exact,,Pennsylvania Academy of Fine Arts,True,
org,Detroit Institution of Art,,partial,Detroit Institution of Art Continuing Show/Correspondence with,True,
org,Pennsylvania Academy of Fine Arts,exact,,Pennsylvania Academy of Fine Arts,True,
org,Whitney,exact,,Whitney,False,
org,Fine Arts,exact,,Fine Arts,True,
org,national Gallery,,partial,"Correspondence, National Gallery of Art",True,
loc,San Francisco,,partial,Francis,False,
per,Arturo Herrera,,,,False,
per,"Anastasi, William",,,,False,
per,"Antin, Eleanor",,,,False,
per,"Bochner, Mel",,,,False,
per,"Bourgeois, Louise",,,,False,
per,"Campus, Peter",,,,False,
per,"Chalfont, Henry",,,,False,
per,Christo and Jeanne-Claude,,,,False,
per,"Eisenman, Nicole",,,,False,
per,"Frankenthaler, Helen",,partial,Frank,True,
per,"Hill, Gary",,,,False,
per,"Holt, Nancy",,partial,Nancy,True,
per,"Johns, Jasper",,partial,Johns,False,
per,"Kosuth, Robert",,partial,Robert,True,
per,"Kozloff, Joyce",,,,False,
per,"Kushner, Robert",,partial,Robert,True,
per,"Lewitt, Sol",,,,False,
per,"Marden, Brice",,partial,Brice,False,
per,"Oldenburg, Claes",,partial,Claes,False,
per,"Oursler, Tony",,partial,Tony,True,
per,"Paik, Nam June",,partial,June,False,
per,Pollock,,partial,RESTRICTED Correspondence & Loan Agreements - Pollock Lenders Correspondence & Loan Agreements,False,
per,Pollock,,partial,RESTRICTED Correspondence & Loan Agreements - Pollock Lenders Correspondence & Loan Agreements,False,
per,Pollock,,partial,RESTRICTED Correspondence & Loan Agreements - Pollock Lenders Correspondence & Loan Agreements,False,
per,Pollock,,partial,RESTRICTED Correspondence & Loan Agreements - Pollock Lenders Correspondence & Loan Agreements,False,
per,"Rauschenberg, Robert",,partial,Robert,True,
per,"Simmons, Gary",,,,False,
per,"Simmons, Laurie",,,,False,
per,"Spero, Nancy",,partial,Nancy,True,
per,"Viola, Bill",,partial,Bill,True,
per,"Weiner, Lawrence",,,,False,
org,Costopolous Foundation,,partial,RESTRICTED Correspondence - Costopolous Foundation Correspondence - Films to Preview Correspondence - Films--,True,
org,Costopolous Foundation,,partial,RESTRICTED Correspondence - Costopolous Foundation Correspondence - Films to Preview Correspondence - Films--,True,
per,"Steichen, Joanna",,partial,Joanna,True,
per,"Schrier, Sandy",,partial,Sandy,True,
misc,The Ballad of Sexual Dependency,exact,,The Ballad of Sexual Dependency,True,
per,Alexander Calder,exact,,Alexander Calder,True,
per,Alexander Calder,exact,,Alexander Calder,True,
org,California Historical Society,,partial,California Historical Society Correspondence,True,
org,California Historical Society,,partial,California Historical Society Correspondence,True,
per,Chryssa,exact,,Chryssa,True,
per,Chryssa,exact,,Chryssa,True,
org,Exxon Corporation,exact,,Exxon Corporation,True,
org,Exxon Corporation,exact,,Exxon Corporation,True,
per,IBM,exact,,IBM,False,
per,IBM,exact,,IBM,False,
per,Norman Feder,exact,,Norman Feder,True,
per,Norman Feder,exact,,Norman Feder,True,
per,"Stein, Roger B.",,partial,Roger B,True,
per,"Stein, Roger B.",,partial,Roger B,True,
per,"Andre, Carl",,partial,Carl,True,
org,Whitney,exact,,Whitney,False,
per,Bry/O'Keefe,,,,False,
date,"January 31, 1968",,partial,"January 31, 1968 – June 24, 1970",True,
date,"June 24, 1970",,partial,June,True,
org,Whitney,exact,,Whitney,False,
per,Bry/O'Keefe,,,,False,
date,"June 26, 1970",,partial,June,True,
date,"August 20, 1971",,partial,"June 26, 1970 – August 20, 1971",True,
org,Whitney,exact,,Whitney,False,
org,Smithsonian,exact,,Smithsonian,True,
per,"Craven, wayne",,,,False,
per,"Craven, Wayne",,,,False,
org,Worcester Art Museum,,partial,Worcester Art Museum Correspondence,True,
org,City College,,partial,Correspondence with City College,True,
per,Walter Pach,exact,,Walter Pach,True,
per,Guston,exact,,Guston,True,
per,Tworkov,,partial,Tworkov Correspondence,False,
per,Hofmann,,partial,Hofmann Correspondence,False,
org,Museum of Graphic Art,,partial,Lenders Correspondence with Museum of Graphic Art Correspondence,True,
per,Weber,,partial,Catalogue Research/Bibliography Catalogue Research/Biographical Information on Artists Catalogue Research/Biographical Catalogue Research/Caesar Catalogue Research/Chiefly Biographical Catalogue Research/Conversations with Weber Catalogue Research/Correspondence Catalogue Research/Gross Catalogue Research/,False,
per,"Nevelson, Louise",,partial,Nevelson,False,
per,"Bloemink, Barbara",,partial,Barbara,True,
per,"Bloemink, Barbara",,partial,Barbara,True,
per,Carpenter,,,,False,
per,Coates,,partial,"Condition Reports Correspondence, Coates",False,
misc,Dollhouses,,partial,"RESTRICTED Correspondence, Dollhouses--RESTRICTED Correspondence, Dollhouses",False,
misc,Dollhouses,,partial,"RESTRICTED Correspondence, Dollhouses--RESTRICTED Correspondence, Dollhouses",False,
per,Jim Shaw,,partial,Jim Shaw Drawings Correspondence,True,
per,Jim Shaw,,partial,Jim Shaw Drawings Correspondence,True,
per,"Frank, Robert",,partial,Frank,True,
misc,Garbage Drawings,,partial,Drawings,False,
misc,Garbage Drawings,,partial,Drawings,False,
per,"Goldin, Nan",,,,False,
per,"Jenney, Neil",,partial,Jenney,False,
per,Jim Shaw,,partial,Jim Shaw Drawings Correspondence,True,
per,Jim Shaw,,partial,Jim Shaw Drawings Correspondence,True,
per,Kienholz,exact,,Kienholz,True,
per,M. Knoedler,,partial,M. Knoedler  Company,False,
per,"Marcus, Greil",,partial,"Correspondence, Marcus, Greil Correspondence",False,
per,"Myers, Scott",,,,False,
org,National Gallery of Art,,partial,"Correspondence, National Gallery of Art",True,
loc,"Washington, D.C.",,partial,D.C.,True,
org,National Gallery of Art,,partial,"Correspondence, National Gallery of Art",True,
loc,"Washington, D.C.",,partial,D.C.,True,
per,"Naumann, Francis",,partial,Francis,True,
per,"Naumann, Francis",,partial,Francis,True,
per,"Nevelson, Maria",,partial,Nevelson,False,
per,"Nevelson, Maria",,partial,Nevelson,False,
per,"Norton, Peter",,partial,Norton,False,
per,"Pandiscio, Richard",,partial,Richard,True,
per,"Papa, Anthony",,,,False,
per,"Stella, Joseph",,partial,"Correspondence, Stella, Joseph Correspondence",False,
org,The Andy Warhol Museum,exact,,The Andy Warhol Museum,True,
org,The Andy Warhol Museum,exact,,The Andy Warhol Museum,True,
org,The Keith Haring Foundation,exact,,The Keith Haring Foundation,True,
org,The Keith Haring Foundation,exact,,The Keith Haring Foundation,True,
org,The Menil Collection,exact,,The Menil Collection,True,
org,The Menil Collection,exact,,The Menil Collection,True,
misc,The Parents Wedding Photos,,partial,Photo,False,
org,The Shafrazi Gallery,,partial,"The Shafrazi Gallery--RESTRICTED Correspondence, Travel",True,
org,Venturi and Rauch,,partial,Venturi and Rauch Correspondence,True,
org,Venturi and Rauch,,partial,Venturi and Rauch Correspondence,True,
misc,Arkansas,,,,False,
per,Frank Gillette,exact,,Frank Gillette,True,
misc,Laughing Boy,,,,False,
org,American Can Company,,partial,America,False,
org,American Can Company,,partial,America,False,
org,BMW,,partial,RESTRICTED Correspondence-BMW,True,
org,BMW,,partial,RESTRICTED Correspondence-BMW,True,
org,Braniff International,,partial,Correspondence-Braniff International Correspondence-Calder,True,
per,"Calder, Alexander",,partial,Alexander,False,
per,"Calder, Alexander",,partial,Alexander,False,
org,Champion International Corporation,,partial,Correspondence-Champion International Corporation--RESTRICTED Correspondence-Champion International Corporation Correspondence-Claus Oldenburg,True,
org,Champion International Corporation,,partial,Correspondence-Champion International Corporation--RESTRICTED Correspondence-Champion International Corporation Correspondence-Claus Oldenburg,True,
per,Claus Oldenburg,,partial,Correspondence-Champion International Corporation--RESTRICTED Correspondence-Champion International Corporation Correspondence-Claus Oldenburg,False,
per,"Crichton, Michael",,partial,Michael,True,
per,"Johns, Jasper",,partial,Johns,False,
org,Des Moines Art Center,,,,False,
per,Duane Hanson,,partial,RESTRICTED Correspondence-Duane Hanson,False,
per,"Hayes, Peggy Calder",,partial,Peggy,True,
per,"Hayes, Peggy Calder",,partial,Peggy,True,
per,Helen Lundberg Feitelson,,partial,Correspondence-Helen Lundberg Feitelson,True,
per,Joan Adams Mondale,,partial,Correspondence-Joan Adams Mondale Correspondence-Joseph E. Seagram  Sons Inc,True,
org,Joseph E. Seagram  Sons Inc.,,,,False,
org,Joseph E. Seagram  Sons Inc.,,,,False,
per,Lipman,,partial,Jean Lipman-Research,True,
per,Lloyd Goodrich,exact,,Lloyd Goodrich,False,
loc,Los Angeles County Museum of Art,,partial,Los Angeles County Museum of Art Correspondence,False,
per,Louise Nevelson,,partial,Nevelson,False,
org,M.H. deYoung Memorial Museum,,partial,deYoung Memorial Museum,False,
org,M.H. deYoung Memorial Museum,,partial,deYoung Memorial Museum,False,
per,"Mulnix, Nancy",,partial,Nancy,True,
per,Myron Stout,,,,False,
org,National Collection of Fine Arts Smithsonian Institution,,partial,Fine Arts,True,
loc,Washington DC,,partial,Washington DC Correspondence-Publicity--RESTRICTED Correspondence-Reactions to Exhibition,False,
org,National Collection of Fine Arts Smithsonian Institution,,partial,Fine Arts,True,
loc,Washington DC,,partial,Washington DC Correspondence-Publicity--RESTRICTED Correspondence-Reactions to Exhibition,False,
per,Richard Estes,,partial,Correspondence-Richard Estes,True,
org,"Sears, Roebuck and Co.",,,,False,
org,"Sears, Roebuck and Co.",,,,False,
org,Walker Art Center,,partial,RESTRICTED Correspondence-Walker Art Center Correspondence-Westermann,True,
org,Walker Art Center,,partial,RESTRICTED Correspondence-Walker Art Center Correspondence-Westermann,True,
per,"Westermann, H.C.",,partial,H.C.,False,
per,John and Helen Sloan,,partial,Loan,False,
per,"Kutterman, Udo",,,,False,
misc,Parc Rosenberg,exact,,Parc Rosenberg,False,
org,Akademie der Kunste,,partial,Akademie,False,
org,Akademie der Kunste,,partial,Akademie,False,
per,"Andre, Carl",,partial,Carl,True,
per,"Avery, Sally",,partial,Sally,False,
org,Bern Kunsthalle,,,,False,
org,Bern Kunsthalle,,,,False,
per,"Campbell, Larry",,,,False,
org,Crawford Family  Estate,,partial,Crawford Family  Estate--,True,
per,"Eiseman, Alvord L.",,partial,Alvord L,True,
per,Feig  Taubman,exact,,Feig  Taubman,False,
per,"Frackman, Noel",,partial,Noel,True,
per,"Frey, Viola",,partial,Frey,True,
per,"Frey, Viola",,partial,Frey,True,
per,"Goodman, Cynthia",,partial,Goodman,False,
per,"Goodman, Cynthia",,partial,Goodman,False,
per,"Grooms, Red",,,,False,
per,"Hills, Patricia",,,,False,
per,"Hills, Patricia",,,,False,
per,Jim Roche,exact,,Jim Roche,True,
per,Jim Roche,exact,,Jim Roche,True,
per,"Judd, Donald",,partial,Donald,True,
per,"Kaprow, Allan",,partial,Allan,True,
per,"Kelly, Ellsworth",,,,False,
org,Los Angeles County Museum of Art,,partial,Los Angeles County Museum of Art Correspondence,True,
org,Los Angeles County Museum of Art,,partial,Los Angeles County Museum of Art Correspondence,True,
per,"Mount, Charles Merrill",,partial,Charles Merrill,True,
org,"Museum of Art, Carnegie Institute",,partial,Carnegie Institute,True,
org,Museum of Fine Arts,,partial,Fine Arts,True,
loc,Boston,exact,,Boston,True,
org,Museum of Fine Arts,,partial,Fine Arts,True,
loc,Boston,exact,,Boston,True,
org,"Musée national d'art moderne, Centre Georges Pompidou",,partial,Centre Georges Pompidou,True,
org,"Musée national d'art moderne, Centre Georges Pompidou",,partial,Centre Georges Pompidou,True,
per,"Ono, Yoko",,,,False,
per,Patricia Hills,,partial,Patricia Hills Correspondence,True,
per,Patricia Hills,,partial,Patricia Hills Correspondence,True,
org,Philadelphia Museum of Art,exact,,Philadelphia Museum of Art,True,
org,Philadelphia Museum of Art,exact,,Philadelphia Museum of Art,True,
per,"Pulitzer, Emily",,,,False,
org,Quay Gallery,,,,False,
per,"Schneeman, Carolee",,,,False,
per,"Shapiro, Joel",,,,False,
per,"Sprigg, June",,partial,June,False,
per,"Sprigg, June",,partial,June,False,
org,Storrs-Booz family,,,,False,
org,Städelsches Kunstinstitut und Städische Galerie,,partial,Städische Galerie,False,
org,Städelsches Kunstinstitut und Städische Galerie,,partial,Städische Galerie,False,
org,The Asahi Shimbun,exact,,The Asahi Shimbun,True,
loc,Japan,exact,,Japan,True,
org,The Asahi Shimbun,exact,,The Asahi Shimbun,True,
loc,Japan,exact,,Japan,True,
org,Warner Communications,exact,,Warner Communications,True,
org,"Xavier Fourcade, Inc.",exact,,"Xavier Fourcade, Inc.",True,
org,"Xavier Fourcade, Inc.",exact,,"Xavier Fourcade, Inc.",True,
per,"Zeisler, Claire",,partial,Claire,True,
per,Pinchas Cohen Gan,,partial,Cohen Gan,True,
org,"Museum of Art, Carnegie Institute",,partial,Carnegie Institute,True,
misc,"Cotton Puffs, Q-Tips, Smoke and Mirrors",,partial,Mirrors,False,
per,Ed Ruscha,,,,False,
per,Craig Kauffman,exact,,Craig Kauffman,True,
misc,Craig Kauffman: Wall Reliefs from the Late 1960s,,partial,Craig Kauffman,False,
date,1960s,,partial,1960,True,
per,L.G.,exact,,L.G.,True,
per,H. More,,partial,Critique of Show by H. More,False,
per,L. Goodrich,,partial,L. Goodrich Critique/Lloyd Goodrich,False,
per,Lloyd Goodrich,exact,,Lloyd Goodrich,False,
per,Cy Twombly,,,,False,
misc,"Cy Twombly: Paintings and Drawings, 1954-1977",,partial,1954-1977,False,
date,1954-1977,exact,,1954-1977,True,
