type,value,exactMatch,partialMatch,matchValue,typeMatch,note
per,Simon,,,,False,
per,Nast,,partial,Anastasi,True,
per,Greene,,,,False,
per,De Rivera,,,,False,
per,Mrs. Tucker,,,,False,
per,Christensen,,,,False,
misc,A Panorama of Mormon Life,,partial,Mormon,True,
per,Chryssa,exact,,Chryssa,False,
misc,Selected Prints and Drawings,,,,False,
date,1959-1962,,,,False,
per,Cindy Sherman,exact,,Cindy Sherman,True,
per,Claes Oldenburg,exact,,Claes Oldenburg,True,
per,Claes Oldenburg,exact,,Claes Oldenburg,True,
date,1959-1977,,,,False,
per,Claire Zeisler,,,,False,
per,Neil Jenney,,,,False,
misc,Natural Rationalism,,partial,Rationalism,True,
date,1948,,,,False,
misc,A Year from the Collection,,,,False,
date,1952,,,,False,
per,Breuer,,,,False,
org,Whitney,exact,,Whitney,False,
misc,An Anniversary Exhibition,,,,False,
per,Gertrude Vanderbilt Whitney,exact,,Gertrude Vanderbilt Whitney,True,
misc,Printmaker's Patron,,,,False,
per,Gertrude Vanderbilt Whitney,exact,,Gertrude Vanderbilt Whitney,True,
misc,Printmaker's Patron,,,,False,
per,Joseph Cornell,exact,,Joseph Cornell,True,
misc,Cosmic Travels,,,,False,
per,Paul Cadmus,exact,,Paul Cadmus,True,
misc,The Sailor Trilogy,,,,False,
per,Paul Cadmus,exact,,Paul Cadmus,True,
misc,The Sailor Trilogy,,,,False,
misc,Picassoid,,,,False,
per,Raphael Montanez Ortiz,,partial,Raphael,True,
misc,Early Destruction,,,,False,
date,1957-1966,,,,False,
misc,Rockwell Kent by Night,,partial,Rockwell Kent,False,
per,Rockwell Kent,exact,,Rockwell Kent,True,
per,Willem de Kooning,exact,,Willem de Kooning,True,
misc,Door Cycle,,,,False,
per,Willem de Kooning,exact,,Willem de Kooning,True,
misc,Door Cycle,,,,False,
org,Colorado Springs Fine Arts Center,,partial,Colorado,False,
date,"March 10-April 18,1976",,,,False,
per,Reynolds,,,,False,
loc,NYC,,,,False,
per,Conrad Marca-Relli,exact,,Conrad Marca-Relli,True,
per,Bruce Conner,exact,,Bruce Conner,True,
per,Bruce Conner,exact,,Bruce Conner,True,
per,"DeFeo, Jay",,partial,DeFeo,True,
misc,The Rose,,partial,Rose,True,
per,"DeFeo, Jay",,partial,DeFeo,True,
misc,The Rose,,partial,Rose,True,
org,WMAA,,,,False,
loc,Berlin,exact,,Berlin,True,
loc,Paris,exact,,Paris,True,
org,WMAA,,,,False,
loc,Berlin,exact,,Berlin,True,
loc,Paris,exact,,Paris,True,
misc,Contemporary American Ceramics,,,,False,
misc,Contemporary American Prints and Drawings,,,,False,
org,Whitney Museum of American Art,,partial,Whitney,False,
misc,Contemporary American Sculpture and Sculptor's Drawings,,,,False,
misc,1942 Annual of Sculpture,,,,False,
date,1942,,,,False,
misc,Between Two Wars,,,,False,
misc,Contemporary American Sculpture: Selection I,,,,False,
misc,Contemporary American Sculpture: Selection II,,,,False,
misc,Contemporary Black Artists in America,,partial,Black,True,
loc,America,,,,False,
org,Pennsylvania Academy of Fine Arts,,partial,Pennsylvania,False,
org,Detroit Institution of Art,,partial,Detroit,False,
org,Pennsylvania Academy of Fine Arts,,partial,Pennsylvania,False,
org,Whitney,exact,,Whitney,False,
org,Fine Arts,,,,False,
org,national Gallery,,,,False,
loc,San Francisco,exact,,San Francisco,True,
per,Arturo Herrera,,,,False,
per,"Anastasi, William",,partial,Anastasi,True,
per,"Antin, Eleanor",,,,False,
per,"Bochner, Mel",,,,False,
per,"Bourgeois, Louise",exact,,"Bourgeois, Louise",True,
per,"Campus, Peter",,,,False,
per,"Chalfont, Henry",,,,False,
per,Christo and Jeanne-Claude,,,,False,
per,"Eisenman, Nicole",,,,False,
per,"Frankenthaler, Helen",,,,False,
per,"Hill, Gary",,,,False,
per,"Holt, Nancy",,partial,Nancy,False,
per,"Johns, Jasper",,partial,Jasper,False,
per,"Kosuth, Robert",,,,False,
per,"Kozloff, Joyce",,,,False,
per,"Kushner, Robert",,,,False,
per,"Lewitt, Sol",,,,False,
per,"Marden, Brice",,,,False,
per,"Oldenburg, Claes",,partial,Oldenburg,False,
per,"Oursler, Tony",,,,False,
per,"Paik, Nam June",,,,False,
per,Pollock,exact,,Pollock,True,
per,Pollock,exact,,Pollock,True,
per,Pollock,exact,,Pollock,True,
per,Pollock,exact,,Pollock,True,
per,"Rauschenberg, Robert",,,,False,
per,"Simmons, Gary",,,,False,
per,"Simmons, Laurie",,,,False,
per,"Spero, Nancy",exact,,"Spero, Nancy",True,
per,"Viola, Bill",,,,False,
per,"Weiner, Lawrence",,partial,Lawrence,True,
org,Costopolous Foundation,,,,False,
org,Costopolous Foundation,,,,False,
per,"Steichen, Joanna",,,,False,
per,"Schrier, Sandy",,partial,Sandy,False,
misc,The Ballad of Sexual Dependency,,,,False,
per,Alexander Calder,,partial,Alexander,True,
per,Alexander Calder,,partial,Alexander,True,
org,California Historical Society,exact,,California Historical Society,False,
org,California Historical Society,exact,,California Historical Society,False,
per,Chryssa,exact,,Chryssa,False,
per,Chryssa,exact,,Chryssa,False,
org,Exxon Corporation,exact,,Exxon Corporation,True,
org,Exxon Corporation,exact,,Exxon Corporation,True,
per,IBM,exact,,IBM,False,
per,IBM,exact,,IBM,False,
per,Norman Feder,,partial,Norman,False,
per,Norman Feder,,partial,Norman,False,
per,"Stein, Roger B.",,,,False,
per,"Stein, Roger B.",,,,False,
per,"Andre, Carl",,,,False,
org,Whitney,exact,,Whitney,False,
per,Bry/O'Keefe,,,,False,
date,"January 31, 1968",,,,False,
date,"June 24, 1970",,,,False,
org,Whitney,exact,,Whitney,False,
per,Bry/O'Keefe,,,,False,
date,"June 26, 1970",,,,False,
date,"August 20, 1971",,,,False,
org,Whitney,exact,,Whitney,False,
org,Smithsonian,exact,,Smithsonian,False,
per,"Craven, wayne",,partial,Craven,False,
per,"Craven, Wayne",,partial,Craven,False,
org,Worcester Art Museum,exact,,Worcester Art Museum,False,
org,City College,,,,False,
per,Walter Pach,exact,,Walter Pach,True,
per,Guston,,,,False,
per,Tworkov,,,,False,
per,Hofmann,,,,False,
org,Museum of Graphic Art,,,,False,
per,Weber,,,,False,
per,"Nevelson, Louise",exact,,"Nevelson, Louise",True,
per,"Bloemink, Barbara",,,,False,
per,"Bloemink, Barbara",,,,False,
per,Carpenter,,,,False,
per,Coates,,,,False,
misc,Dollhouses,,,,False,
misc,Dollhouses,,,,False,
per,Jim Shaw,exact,,Jim Shaw,False,
per,Jim Shaw,exact,,Jim Shaw,False,
per,"Frank, Robert",,,,False,
misc,Garbage Drawings,,,,False,
misc,Garbage Drawings,,,,False,
per,"Goldin, Nan",exact,,"Goldin, Nan",True,
per,"Jenney, Neil",,,,False,
per,Jim Shaw,exact,,Jim Shaw,False,
per,Jim Shaw,exact,,Jim Shaw,False,
per,Kienholz,exact,,Kienholz,True,
per,M. Knoedler,,,,False,
per,"Marcus, Greil",exact,,"Marcus, Greil",True,
per,"Myers, Scott",,,,False,
org,National Gallery of Art,,,,False,
loc,"Washington, D.C.",,partial,Washington,False,
org,National Gallery of Art,,,,False,
loc,"Washington, D.C.",,partial,Washington,False,
per,"Naumann, Francis",,partial,Francis,True,
per,"Naumann, Francis",,partial,Francis,True,
per,"Nevelson, Maria",,,,False,
per,"Nevelson, Maria",,,,False,
per,"Norton, Peter",,partial,Norton,False,
per,"Pandiscio, Richard",,,,False,
per,"Papa, Anthony",,,,False,
per,"Stella, Joseph",,,,False,
org,The Andy Warhol Museum,exact,,The Andy Warhol Museum,False,
org,The Andy Warhol Museum,exact,,The Andy Warhol Museum,False,
org,The Keith Haring Foundation,,partial,Keith Haring,False,
org,The Keith Haring Foundation,,partial,Keith Haring,False,
org,The Menil Collection,exact,,The Menil Collection,False,
org,The Menil Collection,exact,,The Menil Collection,False,
misc,The Parents Wedding Photos,,,,False,
org,The Shafrazi Gallery,,,,False,
org,Venturi and Rauch,,partial,Venturi,False,
org,Venturi and Rauch,,partial,Venturi,False,
misc,Arkansas,exact,,Arkansas,False,
per,Frank Gillette,,,,False,
misc,Laughing Boy,exact,,Laughing Boy,False,
org,American Can Company,,,,False,
org,American Can Company,,,,False,
org,BMW,,,,False,
org,BMW,,,,False,
org,Braniff International,,,,False,
per,"Calder, Alexander",,partial,Alexander,True,
per,"Calder, Alexander",,partial,Alexander,True,
org,Champion International Corporation,,,,False,
org,Champion International Corporation,,,,False,
per,Claus Oldenburg,,partial,Oldenburg,False,
per,"Crichton, Michael",,,,False,
per,"Johns, Jasper",,partial,Jasper,False,
org,Des Moines Art Center,,,,False,
per,Duane Hanson,,,,False,
per,"Hayes, Peggy Calder",,partial,Calder,True,
per,"Hayes, Peggy Calder",,partial,Calder,True,
per,Helen Lundberg Feitelson,,,,False,
per,Joan Adams Mondale,,,,False,
org,Joseph E. Seagram  Sons Inc.,,partial,Seagram,True,
org,Joseph E. Seagram  Sons Inc.,,partial,Seagram,True,
per,Lipman,,,,False,
per,Lloyd Goodrich,exact,,Lloyd Goodrich,False,
loc,Los Angeles County Museum of Art,,partial,Los Angeles County,True,
per,Louise Nevelson,,,,False,
org,M.H. deYoung Memorial Museum,,,,False,
org,M.H. deYoung Memorial Museum,,,,False,
per,"Mulnix, Nancy",,partial,Nancy,False,
per,Myron Stout,,,,False,
org,National Collection of Fine Arts Smithsonian Institution,,partial,Smithsonian,False,
loc,Washington DC,,partial,Washington,False,
org,National Collection of Fine Arts Smithsonian Institution,,partial,Smithsonian,False,
loc,Washington DC,,partial,Washington,False,
per,Richard Estes,,,,False,
org,"Sears, Roebuck and Co.",,,,False,
org,"Sears, Roebuck and Co.",,,,False,
org,Walker Art Center,,,,False,
org,Walker Art Center,,,,False,
per,"Westermann, H.C.",,,,False,
per,John and Helen Sloan,,,,False,
per,"Kutterman, Udo",,,,False,
misc,Parc Rosenberg,,partial,Rose,True,
org,Akademie der Kunste,,,,False,
org,Akademie der Kunste,,,,False,
per,"Andre, Carl",,,,False,
per,"Avery, Sally",,,,False,
org,Bern Kunsthalle,,partial,Kunsthalle,False,
org,Bern Kunsthalle,,partial,Kunsthalle,False,
per,"Campbell, Larry",,,,False,
org,Crawford Family  Estate,,,,False,
per,"Eiseman, Alvord L.",,,,False,
per,Feig  Taubman,,,,False,
per,"Frackman, Noel",,,,False,
per,"Frey, Viola",,,,False,
per,"Frey, Viola",,,,False,
per,"Goodman, Cynthia",,,,False,
per,"Goodman, Cynthia",,,,False,
per,"Grooms, Red",,,,False,
per,"Hills, Patricia",,,,False,
per,"Hills, Patricia",,,,False,
per,Jim Roche,,,,False,
per,Jim Roche,,,,False,
per,"Judd, Donald",,,,False,
per,"Kaprow, Allan",,,,False,
per,"Kelly, Ellsworth",,,,False,
org,Los Angeles County Museum of Art,,partial,Los Angeles County,False,
org,Los Angeles County Museum of Art,,partial,Los Angeles County,False,
per,"Mount, Charles Merrill",,partial,Merrill,True,
org,"Museum of Art, Carnegie Institute",,,,False,
org,Museum of Fine Arts,,,,False,
loc,Boston,exact,,Boston,True,
org,Museum of Fine Arts,,,,False,
loc,Boston,exact,,Boston,True,
org,"Musée national d'art moderne, Centre Georges Pompidou",,partial,Centre Georges Pompidou,False,
org,"Musée national d'art moderne, Centre Georges Pompidou",,partial,Centre Georges Pompidou,False,
per,"Ono, Yoko",,,,False,
per,Patricia Hills,,,,False,
per,Patricia Hills,,,,False,
org,Philadelphia Museum of Art,,partial,Philadelphia,False,
org,Philadelphia Museum of Art,,partial,Philadelphia,False,
per,"Pulitzer, Emily",,,,False,
org,Quay Gallery,,,,False,
per,"Schneeman, Carolee",,,,False,
per,"Shapiro, Joel",,,,False,
per,"Sprigg, June",,partial,Sprigg,True,
per,"Sprigg, June",,partial,Sprigg,True,
org,Storrs-Booz family,,,,False,
org,Städelsches Kunstinstitut und Städische Galerie,,partial,Städelsches Kunstinstitut,False,
org,Städelsches Kunstinstitut und Städische Galerie,,partial,Städelsches Kunstinstitut,False,
org,The Asahi Shimbun,,,,False,
loc,Japan,exact,,Japan,True,
org,The Asahi Shimbun,,,,False,
loc,Japan,exact,,Japan,True,
org,Warner Communications,exact,,Warner Communications,True,
org,"Xavier Fourcade, Inc.",,,,False,
org,"Xavier Fourcade, Inc.",,,,False,
per,"Zeisler, Claire",,,,False,
per,Pinchas Cohen Gan,,,,False,
org,"Museum of Art, Carnegie Institute",,,,False,
misc,"Cotton Puffs, Q-Tips, Smoke and Mirrors",,partial,Q-Tips,True,
per,Ed Ruscha,exact,,Ed Ruscha,True,
per,Craig Kauffman,exact,,Craig Kauffman,True,
misc,Craig Kauffman: Wall Reliefs from the Late 1960s,,partial,Craig Kauffman,False,
date,1960s,,,,False,
per,L.G.,,,,False,
per,H. More,,,,False,
per,L. Goodrich,,,,False,
per,Lloyd Goodrich,exact,,Lloyd Goodrich,False,
per,Cy Twombly,exact,,Cy Twombly,True,
misc,"Cy Twombly: Paintings and Drawings, 1954-1977",,partial,Cy Twombly,False,
date,1954-1977,,,,False,
