type,value,exactMatch,partialMatch,matchValue,typeMatch,note
per,Lipman,,partial,Jean Lipman-Research,True,
per,Lloyd Goodrich,exact,,Lloyd Goodrich,True,
loc,Los Angeles County Museum of Art,,partial,Los Angeles County,True,
per,Louise Nevelson,,partial,Nevelson,True,
org,M.H. deYoung Memorial Museum,,,,False,
org,M.H. deYoung Memorial Museum,,,,False,
per,"Mulnix, Nancy",,partial,Nancy,True,
per,Myron Stout,,,,False,
org,National Collection of Fine Arts Smithsonian Institution,,partial,Smithsonian,True,
loc,Washington DC,,partial,Washington,True,
org,National Collection of Fine Arts Smithsonian Institution,,partial,Smithsonian,True,
loc,Washington DC,,partial,Washington,True,
per,Richard Estes,,partial,Estes,True,
org,"Sears, Roebuck and Co.",,partial,Roebuck and Co,True,
org,"Sears, Roebuck and Co.",,partial,Roebuck and Co,True,
org,Walker Art Center,,,,False,
org,Walker Art Center,,,,False,
per,"Westermann, H.C.",,partial,H.C.,False,
per,John and Helen Sloan,,,,False,
per,"Kutterman, Udo",,,,False,
misc,Parc Rosenberg,,,,False,
org,Akademie der Kunste,,,,False,
org,Akademie der Kunste,,,,False,
per,"Andre, Carl",,partial,Carl,True,
per,"Avery, Sally",,partial,Sally,True,
org,Bern Kunsthalle,exact,,Bern Kunsthalle,False,
org,Bern Kunsthalle,exact,,Bern Kunsthalle,False,
per,"Campbell, Larry",,partial,Larry,True,
org,Crawford Family  Estate,exact,,Crawford Family  Estate,True,
per,"Eiseman, Alvord L.",,partial,Alvord,True,
per,Feig  Taubman,exact,,Feig  Taubman,True,
per,"Frackman, Noel",,partial,Noel,True,
per,"Frey, Viola",,partial,Frey,True,
per,"Frey, Viola",,partial,Frey,True,
per,"Goodman, Cynthia",,partial,Cynthia,True,
per,"Goodman, Cynthia",,partial,Cynthia,True,
per,"Grooms, Red",,,,False,
per,"Hills, Patricia",,partial,Patricia,False,
per,"Hills, Patricia",,partial,Patricia,False,
per,Jim Roche,exact,,Jim Roche,True,
per,Jim Roche,exact,,Jim Roche,True,
per,"Judd, Donald",,partial,Donald,True,
per,"Kaprow, Allan",,partial,Allan,True,
per,"Kelly, Ellsworth",,partial,Kelly,True,
org,Los Angeles County Museum of Art,,partial,Los Angeles County,False,
org,Los Angeles County Museum of Art,,partial,Los Angeles County,False,
per,"Mount, Charles Merrill",,partial,Charles Merrill,True,
org,"Museum of Art, Carnegie Institute",,partial,Carnegie Institute,True,
org,Museum of Fine Arts,,,,False,
loc,Boston,exact,,Boston,True,
org,Museum of Fine Arts,,,,False,
loc,Boston,exact,,Boston,True,
org,"Musée national d'art moderne, Centre Georges Pompidou",,partial,Centre Georges Pompidou,True,
org,"Musée national d'art moderne, Centre Georges Pompidou",,partial,Centre Georges Pompidou,True,
per,"Ono, Yoko",,partial,Yoko,False,
per,Patricia Hills,exact,,Patricia Hills,True,
per,Patricia Hills,exact,,Patricia Hills,True,
org,Philadelphia Museum of Art,,partial,Philadelphia,False,
org,Philadelphia Museum of Art,,partial,Philadelphia,False,
per,"Pulitzer, Emily",,,,False,
org,Quay Gallery,,,,False,
per,"Schneeman, Carolee",,partial,Carolee,True,
per,"Shapiro, Joel",,partial,Joel,True,
per,"Sprigg, June",,partial,Sprigg,True,
per,"Sprigg, June",,partial,Sprigg,True,
org,Storrs-Booz family,,,,False,
org,Städelsches Kunstinstitut und Städische Galerie,,partial,Städelsches Kunstinstitut,False,
org,Städelsches Kunstinstitut und Städische Galerie,,partial,Städelsches Kunstinstitut,False,
org,The Asahi Shimbun,exact,,The Asahi Shimbun,True,
loc,Japan,exact,,Japan,True,
org,The Asahi Shimbun,exact,,The Asahi Shimbun,True,
loc,Japan,exact,,Japan,True,
org,Warner Communications,exact,,Warner Communications,True,
org,"Xavier Fourcade, Inc.",,partial,Xavier Fourcade,False,
org,"Xavier Fourcade, Inc.",,partial,Xavier Fourcade,False,
per,"Zeisler, Claire",,partial,Claire,True,
per,Pinchas Cohen Gan,,partial,Cohen Gan,False,
org,"Museum of Art, Carnegie Institute",,partial,Carnegie Institute,True,
misc,"Cotton Puffs, Q-Tips, Smoke and Mirrors",,,,False,
per,Ed Ruscha,,,,False,
per,Craig Kauffman,exact,,Craig Kauffman,True,
misc,Craig Kauffman: Wall Reliefs from the Late 1960s,,partial,Craig Kauffman,False,
date,1960s,exact,,1960s,True,
per,L.G.,exact,,L.G.,False,
per,H. More,,,,False,
per,L. Goodrich,,partial,L. Goodrich Critique/Lloyd Goodrich,True,
per,Lloyd Goodrich,exact,,Lloyd Goodrich,True,
per,Cy Twombly,,,,False,
misc,"Cy Twombly: Paintings and Drawings, 1954-1977",,partial,1954-1977,False,
date,1954-1977,exact,,1954-1977,True,
