type,value,exactMatch,partialMatch,matchValue,typeMatch,note
per,John and Helen Sloan,,partial,Loan,False,
per,"Kutterman, Udo",,,,False,
misc,Parc Rosenberg,,partial,Rose,True,
org,Akademie der Kunste,,,,False,
org,Akademie der Kunste,,,,False,
per,"Andre, Carl",,,,False,
per,"Avery, Sally",,,,False,
org,Bern Kunsthalle,exact,,Bern Kunsthalle,False,
org,Bern Kunsthalle,exact,,Bern Kunsthalle,False,
per,"Campbell, Larry",,,,False,
org,Crawford Family  Estate,,,,False,
per,"Eiseman, Alvord L.",,,,False,
per,Feig  Taubman,,,,False,
per,"Frackman, Noel",,,,False,
per,"Frey, Viola",,partial,Viola,False,
per,"Frey, Viola",,partial,Viola,False,
per,"Goodman, Cynthia",,,,False,
per,"Goodman, Cynthia",,,,False,
per,"Grooms, Red",,,,False,
per,"Hills, Patricia",,partial,Patricia,False,
per,"Hills, Patricia",,partial,Patricia,False,
per,Jim Roche,exact,,Jim Roche,True,
per,Jim Roche,exact,,Jim Roche,True,
per,"Judd, Donald",,,,False,
per,"Kaprow, Allan",,,,False,
per,"Kelly, Ellsworth",,,,False,
org,Los Angeles County Museum of Art,,partial,Museum,False,
org,Los Angeles County Museum of Art,,partial,Museum,False,
per,"Mount, Charles Merrill",,partial,Charles Merrill,False,
org,"Museum of Art, Carnegie Institute",,partial,Museum,False,
org,Museum of Fine Arts,,partial,Museum,False,
loc,Boston,exact,,Boston,False,
org,Museum of Fine Arts,,partial,Museum,False,
loc,Boston,exact,,Boston,False,
org,"Musée national d'art moderne, Centre Georges Pompidou",,partial,Centre Georges Pompidou,False,
org,"Musée national d'art moderne, Centre Georges Pompidou",,partial,Centre Georges Pompidou,False,
per,"Ono, Yoko",,,,False,
per,Patricia Hills,exact,,Patricia Hills,True,
per,Patricia Hills,exact,,Patricia Hills,True,
org,Philadelphia Museum of Art,,partial,Philadelphia Museum of Art Correspondence,False,
org,Philadelphia Museum of Art,,partial,Philadelphia Museum of Art Correspondence,False,
per,"Pulitzer, Emily",,,,False,
org,Quay Gallery,,partial,Quay Gallery Correspondence,False,
per,"Schneeman, Carolee",,,,False,
per,"Shapiro, Joel",,partial,Joel,False,
per,"Sprigg, June",,,,False,
per,"Sprigg, June",,,,False,
org,Storrs-Booz family,,,,False,
org,Städelsches Kunstinstitut und Städische Galerie,,,,False,
org,Städelsches Kunstinstitut und Städische Galerie,,,,False,
org,The Asahi Shimbun,,partial,Asahi Shimbun,False,
loc,Japan,exact,,Japan,True,
org,The Asahi Shimbun,,partial,Asahi Shimbun,False,
loc,Japan,exact,,Japan,True,
org,Warner Communications,,,,False,
org,"Xavier Fourcade, Inc.",,partial,Xavier Fourcade,False,
org,"Xavier Fourcade, Inc.",,partial,Xavier Fourcade,False,
per,"Zeisler, Claire",,,,False,
per,Pinchas Cohen Gan,,partial,Cohen Gan,True,
org,"Museum of Art, Carnegie Institute",,partial,Museum,False,
misc,"Cotton Puffs, Q-Tips, Smoke and Mirrors",,partial,Smoke,False,
per,Ed Ruscha,,partial,Ed Ruscha Courier,True,
per,Craig Kauffman,exact,,Craig Kauffman,True,
misc,Craig Kauffman: Wall Reliefs from the Late 1960s,,partial,Late,True,
date,1960s,,,,False,
per,L.G.,exact,,L.G.,False,
per,H. More,exact,,H. More,True,
per,L. Goodrich,,partial,L. Goodrich Critique,True,
per,Lloyd Goodrich,exact,,Lloyd Goodrich,True,
per,Cy Twombly,,,,False,
misc,"Cy Twombly: Paintings and Drawings, 1954-1977",,,,False,
date,1954-1977,,,,False,
