type,value,exactMatch,partialMatch,matchValue,typeMatch,note
date,1250,exact,,1250,true,
loc,Museum,,,,,
per,Gerricke,,,,,
loc,Jordan Hall,exact,,Jordan Hall,,
loc,Conservatory Building,,,,,
misc,C major toccata,,,,,title of a work
per,Bach,exact,,Bach,true,
per,Mr. Higginson,,,,,
per,Schumann,exact,,Schumann,true,
per,Chaplin,exact,,Chaplin,true,
misc,Eroica,exact,,Eroica,,title of a work
per,Mr. and Mrs. Lang,,,,,
date,"Wednesday, Oct. 21, 1903",,,,,
per,T.H. Perry,,,,,
loc,Franklin Park,exact,,Franklin Park,,
per,Owen Wister,exact,,Owen Wister,true,
misc,The Virginian,,,,,title of a work
per,Dunstan Farnum,exact,,Dunstan Farnum,true,
per,Webster,exact,,Webster,true,
loc,Virginia,exact,,Virginia,true,
date,"Thursday, Oct. 22, 1903",,,,,
per,Mr. Ross (Denman),,,,,
per,Mr. Theodore Dwight,,,,,
per,Mr. Owen Wister,,,,,
